Date,Open Price,High_Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
06-Nov-20,17280,17280,16907.8,17008.75,17022.05179,2124,1228,36154838,703,33.1,372.2,-271.25
05-Nov-20,17000,17400,17000,17218.6,17255.20507,4301,1735,74214637,1043,24.25,400,218.6
04-Nov-20,17100,17200,16852,16995.6,17065.19734,2179,1083,37185065,715,32.81,348,-104.4
03-Nov-20,17200,17277.25,16558.45,16794.6,16906.39736,5607,1654,94794170,1831,32.66,718.8,-405.4
02-Nov-20,17122,17359.45,16934,17110.2,17096.35221,2808,1461,48006557,1050,37.39,425.45,-11.8
30-Oct-20,16925,17350,16920,17162.8,17192.32237,4774,2105,82076147,882,18.48,430,237.8
29-Oct-20,16620,17210.25,16620,16861.45,16948.60106,5655,2896,95844339,2264,40.04,590.25,241.45
28-Oct-20,17199.95,17295.4,16937.9,17119.95,17170.60441,17513,3327,300708795,13273,75.79,357.5,-80
27-Oct-20,16490,17299,16406.65,17233.25,17002.90485,16615,6973,282503264,6151,37.02,892.35,743.25
26-Oct-20,16139.6,16375,16053.85,16256.2,16215.14954,10044,3424,162864962,3631,36.15,321.15,116.6
23-Oct-20,15912,16066.15,15815.35,15863,15898.19875,3205,1461,50953727,789,24.62,250.8,-49
22-Oct-20,16000,16074.1,15773.15,15911.25,15889.32496,4059,1633,64494770,1354,33.36,300.95,-88.75
21-Oct-20,16230,16300,15955.5,16015.7,16129.23649,5070,2568,81775229,1257,24.79,344.5,-214.3
20-Oct-20,16000,16421.6,15880,16252.65,16224.37027,7878,2834,127815589,1993,25.3,541.6,252.65
19-Oct-20,15588,16160,15435,16089.65,15909.1042,5288,3234,84127343,2999,56.71,725,501.65
16-Oct-20,15699,15807.5,15389.9,15434.2,15484.61941,2391,1298,37023725,792,33.12,417.6,-264.8
15-Oct-20,15820,15820,15563.65,15592.8,15651.2983,12132,795,189881551,11029,90.91,256.35,-227.2
14-Oct-20,15673,15819.3,15551.65,15669.4,15688.78042,1389,759,21791716,448,32.25,267.65,-3.6
13-Oct-20,15900,15983.35,15655.15,15671.55,15808.93912,1856,903,29341391,854,46.01,328.2,-228.45
12-Oct-20,16145,16145,15861.75,15900.6,15945.53405,1953,1069,31141628,823,42.14,283.25,-244.4
09-Oct-20,16380,16380,15998.05,16045,16080.28316,3016,1483,48498134,973,32.26,381.95,-335
08-Oct-20,16133,16320.2,16072.75,16300.9,16198.42916,1941,869,31441151,892,45.96,247.45,167.9
07-Oct-20,15900,16132.5,15876.85,16111.8,16036.1899,2633,1082,42223288,715,27.16,255.65,211.8
06-Oct-20,16100,16130,15840,15874.95,15976.54351,2528,1283,40388702,724,28.64,290,-225.05
05-Oct-20,16100,16141.45,15824.95,16039.6,16038.6959,1414,720,22678716,327,23.13,316.5,-60.4
01-Oct-20,16000,16043.25,15796.35,15998.45,15966.86944,3079,1456,49161991,1030,33.45,246.9,-1.55
30-Sep-20,15690,16022.8,15620,15924.7,15689.19494,14579,2302,228732773,12459,85.46,402.8,234.7
29-Sep-20,15800,15845,15577.85,15625.4,15687.57979,2820,1455,44238975,806,28.58,267.15,-174.6
28-Sep-20,16619,16619,15625,15721.35,15816.42275,1398,801,22111359,475,33.98,994,-897.65
25-Sep-20,15300,15828.05,15300,15734.25,15660.54213,12567,2246,196806033,8258,65.71,528.05,434.25
24-Sep-20,15362.95,15454.65,15180.85,15257.85,15346.44695,2215,1188,33992380,679,30.65,273.8,-105.1
23-Sep-20,15275,15400,15130,15362.95,15295.89852,5400,2387,82597852,1735,32.13,270,87.95
22-Sep-20,15495,15514.8,15104.25,15203.25,15226.56866,4122,1520,62763916,1304,31.64,410.55,-291.75
21-Sep-20,16100,16100,15156.4,15418.9,15568.98435,10864,5420,169141446,5675,52.24,943.6,-681.1
18-Sep-20,16149.3,16248,15925,16098.9,16028.58486,3117,1710,49961099,1231,39.49,323,-50.4
17-Sep-20,16240,16299,16098.55,16121.85,16209.542,1631,733,26437763,447,27.41,200.45,-118.15
16-Sep-20,16065.9,16221.2,16065.9,16196.3,16167.66859,3467,1155,56053307,965,27.83,155.3,130.4
15-Sep-20,16199.95,16199.95,16000,16038.4,16074.41446,1964,967,31570150,683,34.78,199.95,-161.55
14-Sep-20,16335,16344.55,16000,16066.35,16130.44508,3341,1337,53891817,1307,39.12,344.55,-268.65
11-Sep-20,16370,16370.15,16195,16324,16300.18054,1706,748,27808108,366,21.45,175.15,-46
10-Sep-20,16313,16440,16234.95,16412.8,16357.33934,3495,1781,57168901,2164,61.92,205.05,99.8
09-Sep-20,16002,16340,16002,16313.2,16243.28346,5013,2573,81427580,2257,45.02,338,311.2
08-Sep-20,16300,16353.8,16100,16135.45,16199.02402,2331,1105,37759925,947,40.63,253.8,-164.55
07-Sep-20,16231,16510,15970.5,16402.5,16273.75018,2778,1291,45208478,621,22.35,539.5,171.5
04-Sep-20,16279.55,16417,16144.7,16231.45,16271.30334,2367,1065,38514175,822,34.73,272.3,-48.1
03-Sep-20,16002,16430.5,15923.25,16387.8,16248.69944,8371,4349,136017863,5118,61.14,507.25,385.8
02-Sep-20,16234,16251.25,15974.05,15994.25,16100.07018,2622,1145,42214384,1674,63.84,277.2,-239.75
01-Sep-20,15951.05,16254.2,15747,16191.1,15986.63053,2620,1412,41884972,849,32.4,507.2,240.05
31-Aug-20,16157,16272,15880,15946.1,16085.12557,7892,4208,126943811,2794,35.4,392,-210.9
28-Aug-20,16350,16365.7,16090,16104.45,16221.49948,3846,1553,62387887,1516,39.42,275.7,-245.55
27-Aug-20,16190,16320,16095,16111.35,16146.06512,2580,1398,41656848,1349,52.29,225,-78.65
26-Aug-20,16285,16348.95,16171,16189.05,16213.58784,6762,3436,109636281,4588,67.85,177.95,-95.95
25-Aug-20,16482.05,16482.05,16266.75,16290.5,16326.38943,4445,2300,72570801,2245,50.51,215.3,-191.55
24-Aug-20,16560,16699,16409.05,16535.5,16604.77645,2098,949,34836821,950,45.28,289.95,-24.5
21-Aug-20,16235.8,16683.7,16235.8,16556.65,16503.79725,9297,4668,153435803,5940,63.89,447.9,320.85
20-Aug-20,16348.5,16348.5,16191.1,16217.85,16246.57321,4726,2218,76781305,2918,61.74,157.4,-130.65
19-Aug-20,16675,16675,16321,16348.5,16400.65614,3039,1485,49841594,1628,53.57,354,-326.5
18-Aug-20,16430,16617.7,16320.2,16549.45,16447.96939,4345,1992,71466427,1316,30.29,297.5,119.45
17-Aug-20,16356,16521,16316.1,16427.35,16430.20391,2197,1087,36097158,825,37.55,204.9,71.35
14-Aug-20,16478.1,16540,16315,16355.85,16420.77166,3416,1668,56093356,1493,43.71,225,-122.25
13-Aug-20,16538.7,16650,16462,16478.1,16536.35991,1706,862,28211030,867,50.82,188,-60.6
12-Aug-20,16620,16620,16455,16538.7,16520.86643,2508,1239,41434333,991,39.51,165,-81.3
11-Aug-20,16667.05,16779.8,16584.15,16620.65,16700.56273,2136,1148,35672402,770,36.05,195.65,-46.4
10-Aug-20,16900,16900,16643.25,16667.05,16743.9198,1621,810,27141894,631,38.93,256.75,-232.95
07-Aug-20,16757,16893.2,16554.6,16761.45,16746.56624,2506,1050,41966895,602,24.02,338.6,4.45
06-Aug-20,16501.1,16700,16474.75,16671.25,16572.56937,2083,901,34520662,794,38.12,225.25,170.15
05-Aug-20,16545,16625,16460,16496.1,16519.4144,8581,1398,141753095,6510,75.87,165,-48.9
04-Aug-20,16575.2,16640,16411.25,16582.65,16515.92587,1929,876,31859221,586,30.38,228.75,7.45
03-Aug-20,16530,16604.05,16346.65,16517.5,16469.96367,4432,1854,72994879,1509,34.05,257.4,-12.5
31-Jul-20,16450.5,16666.1,16433.3,16526.45,16507.70833,9384,2084,154908335,6558,69.88,232.8,75.95
30-Jul-20,16799,16799,16445.6,16531.6,16602.32731,5200,2297,86332102,1860,35.77,353.4,-267.4
29-Jul-20,17099,17188.95,16511.1,16581.9,16739.52667,15019,6639,251410951,5277,35.14,677.85,-517.1
28-Jul-20,17375.6,17447.35,17025,17098.95,17221.44303,5573,2274,95975102,1474,26.45,422.35,-276.65
27-Jul-20,17269,17400,17220.95,17343.9,17320.74254,2715,1183,47025816,606,22.32,179.05,74.9
24-Jul-20,17257,17400,16975,17231.4,17144.69756,4877,2198,83614690,1023,20.98,425,-25.6
23-Jul-20,17082,17290.75,17053.55,17260.1,17166.58883,3546,1366,60872724,837,23.6,237.2,178.1
22-Jul-20,17420,17431.05,17000.8,17146.45,17194.44499,7526,2707,129405393,3716,49.38,430.25,-273.55
21-Jul-20,17477,17500,17230,17284.05,17339.30946,4608,1806,79899538,1031,22.37,270,-192.95
20-Jul-20,17400,17400,17072.25,17242.2,17216.95258,5335,2365,91852442,1322,24.78,327.75,-157.8
17-Jul-20,17470,17620.15,17179.45,17233.35,17334.82738,9263,3178,160572506,2717,29.33,440.7,-236.65
16-Jul-20,16907,17733.9,16766,17464.2,17160.10663,9556,2793,163981979,4770,49.92,967.9,557.2
15-Jul-20,16999.95,17020,16750,16904.95,16880.88594,3691,1581,62307350,1077,29.18,270,-95
14-Jul-20,16995.95,17105.85,16850,16896.65,16981.84183,4179,1967,70967117,1410,33.74,255.85,-99.3
13-Jul-20,16830,17090,16830,16967.5,16978.75625,7245,3089,123011089,2740,37.82,260,137.5
10-Jul-20,16755.6,16871.55,16636.6,16837.8,16765.21014,1518,810,25449589,514,33.86,234.95,82.2
09-Jul-20,16879.15,16960.7,16700,16758.65,16771.26311,3261,1444,54691089,1238,37.96,260.7,-120.5
08-Jul-20,17000,17148.75,16736.75,16798.9,16947.06993,3804,1900,64466654,966,25.39,412,-201.1
07-Jul-20,16800.8,16949.65,16723.6,16891.45,16861.6796,2525,1032,42575741,850,33.66,226.05,90.65
06-Jul-20,16689,16840.85,16689,16800.8,16771.0765,2379,1057,39898391,829,34.85,151.85,111.8
03-Jul-20,16925,16979,16650.65,16690.3,16712.54191,8018,1846,134001161,5573,69.51,328.35,-234.7
02-Jul-20,16945,16945,16670.3,16782.05,16818.70329,3013,1192,50674753,903,29.97,274.7,-162.95
01-Jul-20,17160,17179,16721.6,16795,16846.30452,5888,2558,99191041,2045,34.73,457.4,-365
30-Jun-20,16810,17297.7,16800,17178,17103.71285,5081,2053,86903965,1726,33.97,497.7,368
29-Jun-20,16696,16975,16575.5,16720.7,16779.40864,7104,1312,119200919,818,11.51,399.5,24.7
26-Jun-20,16820,16921.65,16641.35,16671.65,16697.79422,9729,2299,162452840,7662,78.75,280.3,-148.35
25-Jun-20,16675,16848.7,16600,16777.9,16797.70734,13104,1138,220117157,11523,87.93,248.7,102.9
24-Jun-20,16674,16850,16537.45,16706.95,16721.77761,4029,1982,67372042,1139,28.27,312.55,32.95
23-Jun-20,16248,16720.35,16215.05,16545.15,16493.52502,8053,2689,132822357,4335,53.83,505.3,297.15
22-Jun-20,16201.35,16256.6,16070.2,16128.35,16125.1747,7058,2577,113811483,5052,71.58,186.4,-73
19-Jun-20,16182.1,16300,16060,16096.1,16135.68193,3188,1624,51440554,1568,49.18,240,-86
18-Jun-20,16155.1,16291.55,16045.9,16183.75,16131.48295,6189,2188,99837748,2590,41.85,245.65,28.65
17-Jun-20,16340,16426.4,16120.1,16201.05,16263.9125,3520,1088,57248972,1176,33.41,306.3,-138.95
16-Jun-20,16500,16599.35,16262.7,16339.55,16399.85902,2972,1632,48740381,1055,35.5,336.65,-160.45
15-Jun-20,16555.45,16624.45,16375,16404.75,16456.27317,2072,1325,34097398,949,45.8,249.45,-150.7
12-Jun-20,16599.95,16710,16325,16486.4,16503.63725,11082,2980,182893308,7373,66.53,385,-113.55
11-Jun-20,16589,16854.75,16550,16602.45,16692.90753,4888,1896,81594932,1261,25.8,304.75,13.45
10-Jun-20,16612,16820,16411.5,16563.05,16623.49028,5760,2273,95751304,1545,26.82,408.5,-48.95
09-Jun-20,16700,16992.6,16530,16559.15,16732.26132,3976,1968,66527471,2035,51.18,462.6,-140.85
08-Jun-20,17160,17202.3,16800,16828.2,16935.61767,4211,2211,71315886,2418,57.42,402.3,-331.8
05-Jun-20,17344.35,17461.3,16970.05,17097.8,17139.8309,6860,2613,117579240,3750,54.66,491.25,-246.55
04-Jun-20,17440,17543.85,17156,17195.55,17238.57732,4999,1666,86175648,2813,56.27,387.85,-244.45
03-Jun-20,17230,17510,17163.85,17425.4,17401.70155,3421,1505,59531221,1236,36.13,346.15,195.4
02-Jun-20,17432,17432,16980,17020.9,17105.34609,4493,2158,76854320,2846,63.34,452,-411.1
01-Jun-20,17595,17749.95,17100,17184.4,17452.75247,5159,2158,90038750,1498,29.04,649.95,-410.6
